Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2017-03-13,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-13-unterwegs-in-den-anden-10-maerz-2017-vulkane-falten-und-oel,13.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/3/2/csm__3_Foto_Henry_Wichura_Artikel_0d53b1d796.jpg,No abstract found.,0
2017-03-13,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-13-potsdamer-auf-platz-eins-verwaltungswissenschaften-geniessen-hohes-ansehen,13.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/a/csm_Jann_Artikel_Foto_Karla_Fritze_72f0f55068.jpg,"Die Wissenschaftler Prof. Dr. Werner Jann und Prof. Dr. Sabine Kuhlmann der Universität Potsdam gehören zu den einflussreichsten Verwaltungsforschern in Deutschland, die Universität Potsdam zu den angesehensten verwaltungswissenschaftlichen Lehr- und Forschungszentren bundesweit. Das hat eine entsprechende Reputationsstudie, die die Deutsche Universität für Verwaltungswissenschaften Speyer durchführte, ergeben. Bei der Frage nach dem einflussreichsten Verwaltungswissenschaftler belegte Werner Jann mit großem Abstand den ersten Platz, auf den dritten Platz schaffte es seine Nachfolgerin Sabine Kuhlmann. Aber auch andere aktive und ehemalige Forscherinnen und Forscher stehen ganz weit oben, so Prof. Dr. Isabella Proeller und Prof. Dr. Christoph Reichard.",762
2017-03-14,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-14-wipcad-lecture-series-women-in-saudi-arabia-intersections-of-gender-ethnicity-and-relig,14.03.2017,No author found.,No image found.,No abstract found.,0
2017-03-14,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-14-unterwegs-in-den-anden-11-maerz-2017-im-wilden-westen,14.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/c/csm__4_Foto_Henry_Wichura_Artikel_9296a745fe.jpg,No abstract found.,0
2017-03-14,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-14-schuelerkongress-wille-wuerde-wissen,14.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/9/csm_Roman_school_Foto_Wikipedia_Shakko_Artikel_bbc8d2e60b.jpg,Was verstand man in der Antike unter „Wissen“? Und was bedeutet der Begriff heute? Darüber diskutieren Lateinschüler aus Potsdam und Umgebung am 18. März beim Schülerkongress des 2. Brandenburger Antike-Denkwerks an der Universität Potsdam.,240
2017-03-15,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-15-unterwegs-in-den-anden-12-maerz-2017-die-diskordanz,15.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/6/csm__2_Foto_Henry_Wichura_Artikel_9f45bbb9c1.jpg,No abstract found.,0
2017-03-16,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-16-befreit-das-web-die-tunesische-revolution-im-spiegel-von-social-media-bildern,16.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/b/4/csm_Erdmann_02_Foto_Karla_Fritze_artikel_c7c8cf486a.jpg,"Anfang 2011 stellte Julius Erdmann fest, dass viele seiner tunesischen Freunde bei Facebook die Landesflagge als Profilbild nutzten. Warum drücken Menschen ihre Kritik an einem totalitären Staat mit einem Zeichen aus, das für ebendiese Diktatur steht? Warum machen sie plötzlich Selfies mit Panzern im Hintergrund? „Als Deutscher waren solche viralen Momente für mich eigenartig“, sagt der Kulturwissenschaftler und Romanist, der sich bereits seit Jahren intensiv mit Internetkulturen befasst. Seine Verwunderung über diese Bilder in sozialen Netzwerken gaben den Anstoß für die Doktorarbeit über „Digitale Bilder im Internet. Eine semiotisch-medienkulturwissenschaftliche Analyse von Bildzeichennutzung vor und während der tunesischen Revolution“.",748
2017-03-16,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-16-unterwegs-in-den-anden-13-maerz-2017-begegnung-der-dritten-art,16.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/3/csm__2_Foto_Sibiao_Liu_Artikel_bd5c57430c.jpg,No abstract found.,0
2017-03-16,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-16-naturgefahren-im-fokus-internationale-fachkonferenz-der-geophysik-in-potsdam,16.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/a/csm_Georadar_auf_einem_Eiskomplex_Foto_Stephan_Schennen_artikel_48857825a9.jpg,"Erdbeben, Erdbeobachtung und neue Messmethoden: Universität und Deutsches GeoForschungsZentrum erwarten in Potsdam mehr als 600 Teilnehmerinnen und Teilnehmer zur 77. Jahrestagung der Deutschen Geophysikalischen Gesellschaft. Jedes Jahr ereignen sich zahlreiche Erdbeben, die teils schwere Folgen haben. Sie zählen zu den Naturereignissen, die den größten volkswirtschaftlichen Schaden anrichten, vom persönlichen Leid der Betroffenen zu schweigen. Umso wichtiger ist es, Erdbeben zu erforschen, um die Vorgänge in der Erdkruste besser zu verstehen und letztlich Schutzmaßnahmen zu verbessern.",593
2017-03-17,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-17-unterwegs-in-den-anden-14-maerz-2017-fazit,17.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/e/9/csm__1_lydia_olaka_neues_16f7b58ae4.jpg,No abstract found.,0
2017-03-20,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-20-hoeher-besser-weiter-hochschulsport-der-uni-potsdam-im-ranking-des-allgemeinen-deutsche,20.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/b/csm_2017_Sportlerempfang_Foto_Karla_Fritze_Artikel_7949c92f34.jpg,"Der Hochschulsport der Universität Potsdam zeigt sich wettkampftauglich – wie das aktuelle Ranking 2016 des Allgemeinen Deutschen Hochschulsportverbands (adh) zeigt: So kletterte die Hochschule im Bildungsranking von Platz 8 auf 4. Auch im Wettkampfranking, bei dem Teilnahme und Ausrichtung von nationalen und internationalen Wettkämpfen bewertet werden, konnte die Uni Potsdam Positionen gutmachen und landete national auf dem 27. Platz (vorher 28.). Durch hervorragende Ergebnisse des Bridge-Teams (1x Gold), dem Judoka Maximilian Schubert (5. Platz) und der Schwimmerin Alice Diener (2x Silber, 1x Bronze) und des Schwimmers Tim-Torben Suck (1x Silber, 2x 4. Platz) bei den EUSA-Games konnte sich die Uni Potsdam im internationalen Vergleich sogar vom 12. auf den 4. Platz hochkämpfen.",789
2017-03-22,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-22-wipcad-researcher-jennifer-bansard-at-ocean-governance-conference-in-bremen,22.03.2017,No author found.,No image found.,No abstract found.,0
2017-03-22,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-22-wipcad-lecture-series-partizipation-reflexion-dekonstruktion-spannungsverhaeltnisse-soz,22.03.2017,No author found.,No image found.,No abstract found.,0
2017-03-24,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-24-refugee-teachers-qualifizierungsprogramm-fuer-gefluechtete-lehrerinnen-und-lehrer-geht-,24.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/a/csm_P1010072b_foto_Sabine_rieder_artikel_c606fc81dc.jpg,"Das an der Universität Potsdam im April 2016 begonnene, bundesweit einmalige Qualifizierungsprogramm für geflüchtete Lehrkräfte geht in die dritte Runde: Insgesamt 33 berufserfahrene Lehrerinnen und Lehrer, die nach Deutschland gekommen sind, um Krieg und Verfolgung zu entgehen, wurden mit der dritten Kohorte in das rund einjährige Refugee Teachers Welcome Programm aufgenommen. Sie hatten sich als die besten Kandidaten unter insgesamt 218 Bewerbern erwiesen. Die Mehrheit der Teilnehmer stammt aus Syrien, weitere kommen aus Palästina und Libyen.",550
2017-03-31,https://www.uni-potsdam.de/de/nachrichten/detail/2017-03-31-multitasking-im-alter-eine-studie-erforscht-den-zusammenhang-von-gleichgewicht-und-denk,31.03.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/e/csm_Fotolia_104606944_Nomad_Soul_artikel_da9f162f11.jpg,"Universität Potsdam, Campus Am Neuen Palais, heiter, 28° Celsius. Ich nehme an einer Studie über ""den Zusammenhang von Bewegung und Denken"" teil – und bin gespannt. Über zwei Stunden arbeite ich hochkonzentriert Denkaufgaben durch. Zugegeben – bei der letzten Übung gehe ich in den Energiesparmodus über. Wenn auf dem Bildschirm vor mir die Quadrate zwei Mal an derselben Stelle auftauchen, soll ich abwechselnd eine Taste drücken oder ""Ja"" in ein Mikrofon sprechen. Aber das ist nicht alles. Während die Quadrate vor mir auftauchen, höre ich Töne in drei verschiedenen Frequenzen. Auch hier gilt: Wiederholt sich ein Ton auf einem Ohr, soll ich das mit Tastendruck oder übers Mikrofon anzeigen. Als Probandin muss ich mich also auf zwei verschiedene Phänomene konzentrieren, die zeitgleich ablaufen – und mich selbst zwischen Stimme und Hand entscheiden.",855
2017-04-03,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-03-hasso-plattner-institut-wird-fakultaet-erste-privat-finanzierte-fakultaet-einer-oeffent,03.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/9/csm_Vertrag_01a_neues_43c8201db9.jpg,"Wissenschaftsministerin Martina Münch hat heute gemeinsam mit Oliver Günther, Präsident der Universität Potsdam, und Christoph Meinel, Direktor und Geschäftsführer des Hasso-Plattner-Instituts, die erste privat finanzierte Fakultät einer öffentlichen Universität in Deutschland vorgestellt. Das Hasso-Plattner-Institut (HPI), bisher ein An-Institut der Universität Potsdam, ist seit dem 01. April 2017 die neue Digital Engineering Fakultät der Universität Potsdam. Damit erhält die Universität eine sechste Fakultät. Das Wissenschaftsministerium hat diesen Prozess fachlich begleitet und unterstützt.",600
2017-04-05,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-05-tradition-mit-chance-auf-zukunft-humboldt-stipendiatin-erforscht-juedisches-staatstheat,05.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/9/csm_Petrescu_thomas_roese_neues_5571c549f3.jpg,"Vor Prof. Dr. Corina L. Petrescu liegen zahlreiche lose Dokumente, Briefe, Lebensdokumentationen, Manuskripte, vor allem in jiddischer und rumänischer Sprache. Das Material, das sie sorgfältig sichtet, gehört zum Nachlass von Israil Bercovici, der vor nunmehr 20 Jahren von der Universität Potsdam erworben wurde. Für die Germanistin von der University of Mississippi, die derzeit als Humboldt-Stipendiatin bei apl. Prof. Dr. Christoph Schulte im Institut für Jüdische Studien und Religionswissenschaft zu Gast ist, stellen die Unterlagen einen unschätzbaren Fundus dar. Erlaubt er doch Einblicke in den zeitgenössischen Alltag der Juden im Bukarest der Nachkriegsjahrzehnte und zugleich in eine osteuropäisch-jiddische Lebenswelt, die es so nicht mehr gibt. Petrescus Projekt, in dem die Geschichte des Jüdischen Staatstheaters in Bukarest im Mittelpunkt steht, führt zurück in jene Zeit, aber nicht nur.",905
2017-04-05,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-05-call-for-daad-application-for-wipcad-2017,05.04.2017,No author found.,No image found.,No abstract found.,0
2017-04-06,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-06-verbundforschungsprojekt-konsequenzen-der-altersassoziierten-zell-und-organfunktionen-n,06.04.2017,No author found.,No image found.,"Wissenschaftler verschiedener Brandenburger Forschungseinrichtungen haben sich in dem neuen Verbundforschungsprojekt „Konsequenzen der altersassoziierten Zell‐ und Organfunktionen“ das Ziel gesetzt, die Ursachen für im Alter gehäuft auftretende Erkrankungen wie beispielweise Krebs oder Herz‐Kreislauferkrankungen zu verstehen und gezielt Therapiemöglichkeiten zu erforschen.",375
2017-04-06,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-06-neuer-weiterbildungsmaster-mit-abschluss-llm-und-mba-digital-media-law-und-management,06.04.2017,No author found.,No image found.,No abstract found.,0
2017-04-06,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-06-umweltpolitik-im-anthropozaen-problemfelder-herausforderungen-und-forschungsperspektive,06.04.2017,No author found.,No image found.,No abstract found.,0
2017-04-10,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-10-call-for-papers-egpa-2017-psg-v-regional-and-local-government,10.04.2017,No author found.,No image found.,No abstract found.,0
2017-04-11,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-11-bitte-auf-englisch,11.04.2017,No author found.,No image found.,"Unter http://www.uni-potsdam.de/uebersetzungskoordination/uebersicht.html finden Interessierte seit wenigen Wochen eine Webseite, die über das Serviceangebot des Übersetzungskoordinators der Universität Potsdam, Dr. Lee Holt, informiert. Petra Görlich sprach mit ihm.",267
2017-04-13,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-13-gemeinsam-fuer-die-freiheit-der-forschung-marsch-fuer-die-wissenschaft-am-22-april-2017,13.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/e/6/csm_9-157_foto_karla_fritze_artikel_966c83f26d.jpg,No abstract found.,0
2017-04-16,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-16-call-for-applications-european-perspectives-for-public-administration-the-many-discipli,16.04.2017,No author found.,No image found.,No abstract found.,0
2017-04-19,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-19-mehr-technische-informatik-in-potsdam-team-des-joint-lab-von-ihp-und-universitaet-potsd,19.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/0/csm_Lab-Foto_f%C3%BCr_Teaser_Foto_IHP_artikel_5363816446.jpg,No abstract found.,0
2017-04-19,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-19-1-symposium-zum-forschungsdatenmanagement-an-der-universitaet-potsdam,19.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/d/csm_Fotolia_monsitj_artikel_08ac9ef27f.jpg,"Mit dem eigenen Forschungsdatenmanagement befasst sich ein Symposium, das die Universität Potsdam am 20. April in der Wissenschaftsetage des Bildungsforums veranstaltet. Im Dialog zwischen Hochschulleitung, Fakultäten und Zentralen Einrichtungen soll damit begonnen werden, eine Strategie zur Qualitätsentwicklung und Institutionalisierung im Umgang mit Forschungsdaten an der Universität zu erarbeiten.",403
2017-04-19,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-19-die-welt-von-anderswo-sehen-das-graduiertenkolleg-minor-cosmopolitanisms-erforscht-welt,19.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/1/csm_hands-600497_pixabay_artikel_12b6ff8510.jpg,"Die Aufklärung fand im Europa des 18. Jahrhunderts statt – oder etwa nicht? Die Anglisten Prof. Dr. Lars Eckstein und Prof. Dr. Dirk Wiemann von der Universität Potsdam behaupten, dass Phänomene der Aufklärung auch zu anderen Zeiten und an anderen Orten auf der Welt auftraten: zum Beispiel im 5. Jahrhundert v. Chr. in Griechenland, etwa zur gleichen Zeit in Indien oder im 17. Jahrhundert südlich der Sahara, im Gebiet des heutigen Mali. Das neue Graduiertenkolleg „Minor Cosmopolitanisms“ an der Universität Potsdam nimmt solche historischen und gegenwärtige Formen der Wissensproduktion innerhalb, vor allem aber außerhalb Europas in den Blick: „Wir wollen untersuchen, welche Ideen und welches Wissen in allen Teilen der Welt zum transkulturellen Zusammenleben entstanden und entstehen“, erklären die beiden Sprecher.",822
2017-04-21,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-21-preistraeger-stehen-fest-e-learning-award-2016-der-universitaet-potsdam-verliehen,21.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/d/csm_e_learning_award_neues_2270230f0a.jpg,"Im Wettbewerb um den E-Learning Award 2016 der Universität Potsdam haben sich drei Projekte durchgesetzt. Die mit jeweils 6000 Euro dotierte Auszeichnung ging an Tim Linka für dessen Seminarkonzept „Mobiles Lernen im Schwimmen“, Charlott Rubach und Prof. Dr. Rebecca Lazarides für ihr Quiz zur Kooperation zwischen Lehrkräften und Eltern sowie das Team Florian Scholz/Prof. Dr. Eric Kearney, das ein Konzept zur Entwicklung eines mobilen Trainings für fachliche und überfachliche Kompetenzen eingereicht hatte. Alle Gewinner erhielten ihre Preise bei einer entsprechenden Veranstaltung, die gestern stattfand. Die Urkunden überreichten Uni-Präsident Prof. Oliver Günther, Ph.D. und Prof. Dr. Ulrike Lucke, Chief Information Officer und Mitglied der Jury. Zusätzlich gewürdigt wurde Ludwig Zimmermann, der eine Support-Struktur für mobile Lehre schaffen möchte. Die Universität fördert sein Projekt mit 2000 Euro. Schon seit mehreren Jahren lobt das Präsidium der Einrichtung den E-Learning Award aus. 2016 stand er unter dem Thema „Mobile Learning“. Ziel des Wettbewerbs ist es, zur Verbreitung innovativer Lehr und Lernformen in der Hochschullehre beizutragen. Die Potsdamer Alma Mater zählt bundesweit zu den Vorreitern bei der Digitalisierung der Hochschullehre.",1265
2017-04-24,https://www.uni-potsdam.de/de/nachrichten/detail/2017-04-24-gemeinsam-fuer-die-freiheit-der-forschung-mehr-als-11000-beim-marsch-fuer-die-wissensch,24.04.2017,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/0/csm_Demo_J%C3%B6rg_Potratz_Artikel_0a80a0e03b.jpg,"Rund 11.000 Menschen beteiligten sich am „Marsch für die Wissenschaft“ am 22. April 2017 allein in Berlin. Angeführt von Berlins Regierendem Bürgermeister und Wissenschaftssenator Michael Müller, TV-Moderator und Wissenschaftsjournalist Ranga Yogeshwar und Vertretern der großen Wissenschaftsorganisationen sowie der Präsidenten der Universitäten aus Berlin und Potsdam zogen die Menschen von der Humboldt-Universität zu Berlin zum Brandenburger Tor.",450
